execution_date,signal_date,ticker,rank_selected,primary_etf,entry_price,exit_date,exit_price,exit_reason,etf_signal_date,sector_open_lots,cooldown_until,allocation,net_proceeds,net_profit,return_pct
2022-05-26,2022-05-25,DVN,1,XLE.US,59.67670369868582,2022-06-21,49.91373315719947,etf_rotation_risk_off,2022-06-17,7,2022-12-17,1000.0,834.7303473082949,-165.26965269170512,-0.16526965269170513
2022-06-27,2022-06-24,MCK,1,XLV.US,316.86410265448745,2023-06-27,402.6316115111036,one_year,,,,1000.0,1268.1359218461228,268.13592184612276,0.2681359218461228
2022-07-26,2022-07-25,DLTR,6,XLY.US,162.68,2023-07-26,152.0,one_year,,,,1000.0,932.4818785345462,-67.51812146545376,-0.06751812146545377
2022-08-26,2022-08-25,CEG,4,XLU.US,80.37602924656687,2023-08-28,104.43868492455158,one_year,,,,1000.0,1296.7785665754247,296.77856657542475,0.2967785665754248
2022-09-26,2022-09-23,ENPH,2,XLK.US,277.86,2023-04-27,166.53,stop_close_next_open,,,,1000.0,598.1325362772619,-401.8674637227381,-0.40186746372273807
2022-10-26,2022-10-25,MCK,1,XLV.US,380.1634804935004,2023-10-26,445.9802020525197,one_year,,,,1000.0,1170.7823356699994,170.78233566999938,0.17078233566999934
2022-11-28,2022-11-25,CEG,1,XLU.US,93.46361613753822,2023-11-28,123.07030158296504,one_year,,,,1000.0,1314.140080663648,314.14008066364795,0.31414008066364785
2022-12-27,2022-12-23,CEG,1,XLU.US,86.04069666818803,2023-12-27,115.48803910747743,one_year,,,,1000.0,1339.5658447744277,339.56584477442766,0.33956584477442764
2023-01-26,2023-01-25,MPC,1,XLE.US,121.36947402290359,2024-01-26,149.38337976576125,one_year,,,,1000.0,1228.3546879462933,228.35468794629332,0.22835468794629343
2023-02-27,2023-02-24,STLD,1,XLB.US,114.98841213120158,2024-02-27,126.45049924043018,one_year,,,,1000.0,1097.4821058356486,97.48210583564855,0.09748210583564854
2023-03-27,2023-03-24,FSLR,1,XLI.US,212.77,2024-03-26,155.5,one_year,,,,1000.0,729.3751727217183,-270.6248272782817,-0.27062482727828174
2023-04-26,2023-04-25,FSLR,1,XLI.US,205.01,2024-04-25,176.9,one_year,,,,1000.0,861.1598307399639,-138.84016926003608,-0.13884016926003606
2023-05-26,2023-05-25,FSLR,1,XLI.US,201.04,2024-05-28,276.76,one_year,,,,1000.0,1373.889558097891,373.88955809789104,0.37388955809789115
2023-06-26,2023-06-23,NVDA,1,SMH.US,42.37844391120299,2023-09-28,42.38097073499038,etf_rotation_risk_off,2023-09-27,4,2024-03-27,1000.0,998.0605060232017,-1.9394939767983033,-0.0019394939767982677
2023-07-26,2023-07-25,NVDA,1,SMH.US,45.93149334682742,2023-09-28,42.38097073499038,etf_rotation_risk_off,2023-09-27,4,2024-03-27,1000.0,920.8551277685078,-79.14487223149217,-0.07914487223149214
2023-08-28,2023-08-25,NVDA,1,SMH.US,46.3915866296573,2023-09-28,42.38097073499038,etf_rotation_risk_off,2023-09-27,4,2024-03-27,1000.0,911.7224533004419,-88.27754669955812,-0.08827754669955812
2023-09-26,2023-09-25,NVDA,1,SMH.US,41.92283250220705,2023-09-28,42.38097073499038,etf_rotation_risk_off,2023-09-27,4,2024-03-27,1000.0,1008.9072863162197,8.907286316219711,0.00890728631621962
2023-10-26,2023-10-25,FICO,1,XLF.US,832.29,2024-10-25,2015.08,one_year,,,,1000.0,2416.2874179432647,1416.2874179432647,1.4162874179432645
2023-11-27,2023-11-24,AVGO,2,XLK.US,94.66099160212156,2024-11-26,162.07844470074053,one_year,,,,1000.0,1708.7762039264176,708.7762039264176,0.7087762039264176
2023-12-26,2023-12-22,META,1,XLC.US,351.89980719781306,2024-12-26,602.502023866744,one_year,,,,1000.0,1708.7182488367423,708.7182488367423,0.7087182488367423
2024-01-26,2024-01-25,META,1,XLC.US,390.9171719439793,2025-01-27,623.5280374977269,one_year,,,,1000.0,1591.8502680663655,591.8502680663655,0.5918502680663655
2024-02-26,2024-02-23,META,2,XLC.US,479.76985979366464,2025-02-25,662.6944404821294,one_year,,,,1000.0,1378.5145123123027,378.5145123123027,0.3785145123123028
2024-03-26,2024-03-25,CEG,2,XLU.US,187.36588328569118,2025-03-26,222.52459602710053,one_year,,,,1000.0,1185.2732496717144,185.27324967171444,0.18527324967171444
2024-04-26,2024-04-25,NVDA,1,SMH.US,83.67316830455347,2025-04-28,109.5364561942426,one_year,,,,1000.0,1306.482054323755,306.48205432375494,0.30648205432375497
2024-05-28,2024-05-24,SMCI,1,SMH.US,89.89999999999999,2024-08-08,49.7,stop_close_next_open,,,,1000.0,551.7313648498332,-448.2686351501668,-0.4482686351501668
2024-06-26,2024-06-25,NVDA,1,SMH.US,125.92244430379745,2025-06-26,155.76752970584437,one_year,,,,1000.0,1234.5388566228323,234.53885662283233,0.23453885662283236
2024-07-26,2024-07-25,VST,1,XLU.US,71.20666850393701,2025-07-28,192.10797322850726,one_year,,,,1000.0,2692.4999219619867,1692.4999219619867,1.6924999219619865
2024-08-26,2024-08-23,NVDA,1,SMH.US,129.35678224735094,2025-08-26,179.8154813830665,one_year,,,,1000.0,1387.2951005586474,387.2951005586474,0.38729510055864735
2024-09-26,2024-09-25,VST,1,XLU.US,118.82796075683252,2025-09-26,200.37139233664703,one_year,,,,1000.0,1682.8602346596097,682.8602346596097,0.6828602346596098
2024-10-28,2024-10-25,KKR,1,XLF.US,139.83290890230907,2025-10-28,121.64057835171212,one_year,,,,1000.0,868.1605767094387,-131.83942329056129,-0.1318394232905613
2024-11-26,2024-11-25,PLTR,1,XLK.US,64.57,2025-04-04,80.07,etf_rotation_risk_off,2025-04-03,4,2025-10-03,1000.0,1237.570699550875,237.5706995508749,0.23757069955087484
2024-12-26,2024-12-24,PLTR,1,XLK.US,83.16,2025-04-04,80.07,etf_rotation_risk_off,2025-04-03,4,2025-10-03,1000.0,960.9179902597401,-39.08200974025988,-0.03908200974025988
2025-01-27,2025-01-24,VST,1,XLU.US,152.8322577983659,2026-01-27,159.07466374649945,one_year,,,,1000.0,1038.7641704745374,38.76417047453742,0.038764170474537396
2025-02-26,2025-02-25,PLTR,1,XLK.US,89.16,2025-04-04,80.07,etf_rotation_risk_off,2025-04-03,4,2025-10-03,1000.0,896.2532533647376,-103.74674663526241,-0.1037467466352624
2025-03-26,2025-03-25,PLTR,1,XLK.US,96.29,2025-04-04,80.07,etf_rotation_risk_off,2025-04-03,4,2025-10-03,1000.0,829.888254958978,-170.111745041022,-0.170111745041022
2025-04-28,2025-04-25,HWM,2,XLI.US,137.87065474147417,2026-04-28,241.65351418708147,one_year,,,,1000.0,1749.2514941953978,749.2514941953978,0.7492514941953978
2025-05-27,2025-05-23,HWM,2,XLI.US,166.89275779951677,2026-05-27,262.5,one_year,,,,1000.0,1569.7221734133184,569.7221734133184,0.5697221734133184
2025-06-26,2025-06-25,HWM,2,XLI.US,178.17729881820753,2026-06-26,269.0,one_year,,,,1000.0,1506.714215450697,506.7142154506971,0.5067142154506972
2025-07-28,2025-07-25,GEV,2,XLI.US,636.8139960812772,2026-07-27,996.57,open_mtm,,,,1000.0,1561.8027598172655,561.8027598172655,0.5618027598172655
2025-08-26,2025-08-25,GEV,2,XLI.US,602.481976961544,2026-07-27,996.57,open_mtm,,,,1000.0,1650.801010821745,650.801010821745,0.650801010821745
2025-09-26,2025-09-25,SNDK,2,DRAM.US,96.0,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,21247.02545625,20247.02545625,20.24702545625
2025-10-27,2025-10-24,SNDK,1,DRAM.US,191.5,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,10651.25035926893,9651.25035926893,9.65125035926893
2025-11-26,2025-11-25,SNDK,1,DRAM.US,226.0,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,9025.285149557521,8025.285149557521,8.025285149557522
2025-12-26,2025-12-24,SNDK,1,DRAM.US,259.595,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,7857.294800747317,6857.294800747317,6.857294800747317
2026-01-26,2026-01-23,SNDK,1,DRAM.US,476.485,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,4280.752686443435,3280.752686443435,3.280752686443435
2026-02-26,2026-02-25,SNDK,1,DRAM.US,645.74,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,3158.7240124508317,2158.7240124508317,2.158724012450832
2026-03-26,2026-03-25,SNDK,1,DRAM.US,654.0,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,3118.8294247706426,2118.8294247706426,2.1188294247706425
2026-04-27,2026-04-24,SNDK,1,DRAM.US,1019.645,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,2000.416266249528,1000.416266249528,1.0004162662495282
2026-05-26,2026-05-22,SNDK,1,DRAM.US,1535.21,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,1328.6224319799896,328.62243197998964,0.32862243197998975
2026-06-26,2026-06-25,SNDK,1,DRAM.US,2169.9951,2026-07-02,2043.8,etf_rotation_risk_off,2026-07-01,10,2027-01-01,1000.0,939.962695676133,-60.03730432386703,-0.060037304323867
